,Date
8492,20/12/2020
8493,20/12/2020
8494,20/12/2020
8495,20/12/2020
8496,20/12/2020
8497,20/12/2020
8498,20/12/2020
8499,20/12/2020
8500,20/12/2020
8501,20/12/2020
8502,20/12/2020
8503,20/12/2020
8504,20/12/2020
8505,20/12/2020
8506,20/12/2020
8507,21/12/2020
8508,21/12/2020
8509,21/12/2020
8510,21/12/2020
8511,21/12/2020
8512,21/12/2020
8513,21/12/2020
8514,21/12/2020
8515,21/12/2020
8516,21/12/2020
8517,21/12/2020
8518,21/12/2020
8519,21/12/2020
8520,21/12/2020
8521,21/12/2020
8522,21/12/2020
8523,21/12/2020
8524,21/12/2020
8525,21/12/2020
8526,21/12/2020
8527,21/12/2020
8528,21/12/2020
8529,21/12/2020
8530,21/12/2020
8531,22/12/2020
8532,22/12/2020
8533,22/12/2020
8534,22/12/2020
8535,22/12/2020
8536,22/12/2020
8537,22/12/2020
8538,22/12/2020
8539,22/12/2020
8540,22/12/2020
8541,22/12/2020
8542,22/12/2020
8543,22/12/2020
8544,22/12/2020
8545,22/12/2020
8546,22/12/2020
8547,22/12/2020
8548,22/12/2020
8549,22/12/2020
8550,22/12/2020
8551,22/12/2020
8552,22/12/2020
8553,22/12/2020
8554,22/12/2020
8555,23/12/2020
8556,23/12/2020
8557,23/12/2020
8558,23/12/2020
8559,23/12/2020
8560,23/12/2020
8561,23/12/2020
8562,23/12/2020
8563,23/12/2020
8564,23/12/2020
8565,23/12/2020
8566,23/12/2020
8567,23/12/2020
8568,23/12/2020
8569,23/12/2020
8570,23/12/2020
8571,23/12/2020
8572,23/12/2020
8573,23/12/2020
8574,23/12/2020
8575,23/12/2020
8576,23/12/2020
8577,23/12/2020
8578,23/12/2020
8579,24/12/2020
8580,24/12/2020
8581,24/12/2020
8582,24/12/2020
8583,24/12/2020
8584,24/12/2020
8585,24/12/2020
8586,24/12/2020
8587,24/12/2020
8588,24/12/2020
8589,24/12/2020
8590,24/12/2020
8591,24/12/2020
8592,24/12/2020
8593,24/12/2020
8594,24/12/2020
8595,24/12/2020
8596,24/12/2020
8597,24/12/2020
8598,24/12/2020
8599,24/12/2020
8600,24/12/2020
8601,24/12/2020
8602,24/12/2020
8603,25/12/2020
8604,25/12/2020
8605,25/12/2020
8606,25/12/2020
8607,25/12/2020
8608,25/12/2020
8609,25/12/2020
8610,25/12/2020
8611,25/12/2020
8612,25/12/2020
8613,25/12/2020
8614,25/12/2020
8615,25/12/2020
8616,25/12/2020
8617,25/12/2020
8618,25/12/2020
8619,25/12/2020
8620,25/12/2020
8621,25/12/2020
8622,25/12/2020
8623,25/12/2020
8624,25/12/2020
8625,25/12/2020
8626,25/12/2020
8627,26/12/2020
8628,26/12/2020
8629,26/12/2020
8630,26/12/2020
8631,26/12/2020
8632,26/12/2020
8633,26/12/2020
8634,26/12/2020
8635,26/12/2020
8636,26/12/2020
8637,26/12/2020
8638,26/12/2020
8639,26/12/2020
8640,26/12/2020
8641,26/12/2020
8642,26/12/2020
8643,26/12/2020
8644,26/12/2020
8645,26/12/2020
8646,26/12/2020
8647,26/12/2020
8648,26/12/2020
8649,26/12/2020
8650,26/12/2020
8651,27/12/2020
8652,27/12/2020
8653,27/12/2020
8654,27/12/2020
8655,27/12/2020
8656,27/12/2020
8657,27/12/2020
8658,27/12/2020
8659,27/12/2020
8660,27/12/2020
8661,27/12/2020
8662,27/12/2020
8663,27/12/2020
8664,27/12/2020
8665,27/12/2020
8666,27/12/2020
8667,27/12/2020
8668,27/12/2020
8669,27/12/2020
8670,27/12/2020
8671,27/12/2020
8672,27/12/2020
8673,27/12/2020
8674,27/12/2020
8675,28/12/2020
8676,28/12/2020
8677,28/12/2020
8678,28/12/2020
8679,28/12/2020
8680,28/12/2020
8681,28/12/2020
8682,28/12/2020
8683,28/12/2020
8684,28/12/2020
8685,28/12/2020
8686,28/12/2020
8687,28/12/2020
8688,28/12/2020
8689,28/12/2020
8690,28/12/2020
8691,28/12/2020
8692,28/12/2020
8693,28/12/2020
8694,28/12/2020
8695,28/12/2020
8696,28/12/2020
8697,28/12/2020
8698,28/12/2020
8699,29/12/2020
8700,29/12/2020
8701,29/12/2020
8702,29/12/2020
8703,29/12/2020
8704,29/12/2020
8705,29/12/2020
8706,29/12/2020
8707,29/12/2020
8708,29/12/2020
8709,29/12/2020
8710,29/12/2020
8711,29/12/2020
8712,29/12/2020
8713,29/12/2020
8714,29/12/2020
8715,29/12/2020
8716,29/12/2020
8717,29/12/2020
8718,29/12/2020
8719,29/12/2020
8720,29/12/2020
8721,29/12/2020
8722,29/12/2020
8723,30/12/2020
8724,30/12/2020
8725,30/12/2020
8726,30/12/2020
8727,30/12/2020
8728,30/12/2020
8729,30/12/2020
8730,30/12/2020
8731,30/12/2020
8732,30/12/2020
8733,30/12/2020
8734,30/12/2020
8735,30/12/2020
8736,30/12/2020
8737,30/12/2020
8738,30/12/2020
8739,30/12/2020
8740,30/12/2020
8741,30/12/2020
8742,30/12/2020
8743,30/12/2020
8744,30/12/2020
8745,30/12/2020
8746,30/12/2020
8747,31/12/2020
8748,31/12/2020
8749,31/12/2020
8750,31/12/2020
8751,31/12/2020
8752,31/12/2020
8753,31/12/2020
8754,31/12/2020
8755,31/12/2020
8756,31/12/2020
8757,31/12/2020
8758,31/12/2020
8759,31/12/2020
8760,31/12/2020
8761,31/12/2020
8762,31/12/2020
8763,31/12/2020
8764,31/12/2020
8765,31/12/2020
8766,31/12/2020
8767,31/12/2020
8768,31/12/2020
8769,31/12/2020
8770,31/12/2020
